file	line	receiver	name	signature
anim.go	30		newAnimFrame	func newAnimFrame()
anim.go	45		ReadAnimFrame	func ReadAnimFrame(line string)
anim.go	203		newAnimation	func newAnimation(sff *Sff, pal *PaletteList)
anim.go	222		ReadAnimation	func ReadAnimation(sff *Sff, pal *PaletteList, lines []string, i *int)
anim.go	367		ReadAction	func ReadAction(sff *Sff, pal *PaletteList, lines []string, i *int)
anim.go	389	(a *Animation)	Reset	func (a *Animation) Reset()
anim.go	396	(a *Animation)	isBlank	func (a *Animation) isBlank()
anim.go	400	(a *Animation)	isCommonFX	func (a *Animation) isCommonFX()
anim.go	409	(a *Animation)	AnimTime	func (a *Animation) AnimTime()
anim.go	413	(a *Animation)	AnimElemTime	func (a *Animation) AnimElemTime(elem int32)
anim.go	428	(a *Animation)	AnimElemNo	func (a *Animation) AnimElemNo(time int32)
anim.go	473	(a *Animation)	GetLength	func (a *Animation) GetLength()
anim.go	493	(a *Animation)	curFrame	func (a *Animation) curFrame()
anim.go	497	(a *Animation)	CurrentFrame	func (a *Animation) CurrentFrame()
anim.go	504	(a *Animation)	drawFrame	func (a *Animation) drawFrame()
anim.go	511	(a *Animation)	SetAnimElem	func (a *Animation) SetAnimElem(elem, elemtime int32)
anim.go	544	(a *Animation)	animSeek	func (a *Animation) animSeek(elem int32)
anim.go	573	(a *Animation)	UpdateSprite	func (a *Animation) UpdateSprite()
anim.go	639	(a *Animation)	UpdateInterpolation	func (a *Animation) UpdateInterpolation()
anim.go	706	(a *Animation)	Action	func (a *Animation) Action()
anim.go	753	(a *Animation)	alphaToBlend	func (a *Animation) alphaToBlend()
anim.go	782	(a *Animation)	pal	func (a *Animation) pal(pfx *PalFX)
anim.go	813	(a *Animation)	drawSub1	func (a *Animation) drawSub1(angle, facing float32)
anim.go	1075		NewAnimationTable	func NewAnimationTable()
anim.go	1081	(at AnimationTable)	readAction	func (at AnimationTable) readAction(sff *Sff, pal *PaletteList, lines []string, i *int, log bool)
anim.go	1123	(at AnimationTable)	get	func (at AnimationTable) get(no int32)
anim.go	1134	(at AnimationTable)	resolveCopyAction	func (at AnimationTable) resolveCopyAction()
anim.go	1201		newSpriteData	func newSpriteData()
anim.go	1209	(sd *SpriteData)	isBlank	func (sd *SpriteData) isBlank()
anim.go	1215	(dl *DrawList)	add	func (dl *DrawList) add(sd *SpriteData)
anim.go	1228	(dl DrawList)	draw	func (dl DrawList) draw(layerno int32, under bool, cameraX, cameraY, cameraScl float32)
anim.go	1391		newShadowSprite	func newShadowSprite()
anim.go	1403	(sl *ShadowList)	add	func (sl *ShadowList) add(ss *ShadowSprite)
anim.go	1432	(sl ShadowList)	draw	func (sl ShadowList) draw(x, y, scl float32)
anim.go	1648		newReflectionSprite	func newReflectionSprite()
anim.go	1659	(rl *ReflectionList)	add	func (rl *ReflectionList) add(rs *ReflectionSprite)
anim.go	1673	(rl ReflectionList)	draw	func (rl ReflectionList) draw(x, y, scl float32)
anim.go	1934		NewAnim	func NewAnim(sff *Sff, action string)
anim.go	1958	(a *Anim)	Copy	func (a *Anim) Copy()
anim.go	2051	(a *Animation)	ShallowCopy	func (a *Animation) ShallowCopy()
anim.go	2060	(a *Anim)	SetTile	func (a *Anim) SetTile(x, y, sx, sy int32)
anim.go	2064	(a *Anim)	SetColorKey	func (a *Anim) SetColorKey(mask int16)
anim.go	2068	(a *Anim)	SetAlpha	func (a *Anim) SetAlpha(src, dst int16)
anim.go	2072	(a *Anim)	SetLocalcoord	func (a *Anim) SetLocalcoord(lx, ly float32)
anim.go	2084	(a *Anim)	SetPos	func (a *Anim) SetPos(x, y float32)
anim.go	2091	(a *Anim)	AddPos	func (a *Anim) AddPos(x, y float32)
anim.go	2096	(a *Anim)	SetScale	func (a *Anim) SetScale(xscl, yscl float32)
anim.go	2103	(a *Anim)	SetWindow	func (a *Anim) SetWindow(window [4]float32)
anim.go	2128	(a *Anim)	SetVelocity	func (a *Anim) SetVelocity(xvel, yvel float32)
anim.go	2136	(a *Anim)	SetMaxDist	func (a *Anim) SetMaxDist(x, y float32)
anim.go	2141	(a *Anim)	SetAccel	func (a *Anim) SetAccel(xacc, yacc float32)
anim.go	2146	(a *Anim)	updateVel	func (a *Anim) updateVel()
anim.go	2194	(a *Anim)	Update	func (a *Anim) Update(force bool)
anim.go	2213	(a *Anim)	Draw	func (a *Anim) Draw(ln int16)
anim.go	2235	(a *Anim)	Reset	func (a *Anim) Reset()
anim.go	2255	(a *Anim)	GetLength	func (a *Anim) GetLength()
anim.go	2264		NewPreloadedAnims	func NewPreloadedAnims()
anim.go	2268	(pa PreloadedAnims)	get	func (pa PreloadedAnims) get(grp, idx int32)
anim.go	2278	(pa PreloadedAnims)	addAnim	func (pa PreloadedAnims) addAnim(anim *Animation, no int32)
anim.go	2282	(pa PreloadedAnims)	addSprite	func (pa PreloadedAnims) addSprite(sff *Sff, grp, idx uint16)
anim.go	2294	(pa PreloadedAnims)	updateSff	func (pa PreloadedAnims) updateSff(sff *Sff)
bytecode.go	88	(UndefinedFormatter)	Format	func (UndefinedFormatter) Format(f fmt.State, verb rune)
bytecode.go	1056		NewStringPool	func NewStringPool()
bytecode.go	1060	(sp *StringPool)	Clear	func (sp *StringPool) Clear()
bytecode.go	1064	(sp *StringPool)	Add	func (sp *StringPool) Add(s string)
bytecode.go	1079	(bv BytecodeValue)	IsNone	func (bv BytecodeValue) IsNone()
bytecode.go	1083	(bv BytecodeValue)	IsUndefined	func (bv BytecodeValue) IsUndefined()
bytecode.go	1087	(bv BytecodeValue)	ToF	func (bv BytecodeValue) ToF()
bytecode.go	1095	(bv BytecodeValue)	ToI	func (bv BytecodeValue) ToI()
bytecode.go	1102	(bv BytecodeValue)	ToI64	func (bv BytecodeValue) ToI64()
bytecode.go	1109	(bv BytecodeValue)	ToB	func (bv BytecodeValue) ToB()
bytecode.go	1116	(bv BytecodeValue)	ToAny	func (bv BytecodeValue) ToAny()
bytecode.go	1126	(bv *BytecodeValue)	SetF	func (bv *BytecodeValue) SetF(f float32)
bytecode.go	1134	(bv *BytecodeValue)	SetI	func (bv *BytecodeValue) SetI(i int32)
bytecode.go	1138	(bv *BytecodeValue)	SetI64	func (bv *BytecodeValue) SetI64(i int64)
bytecode.go	1142	(bv *BytecodeValue)	SetB	func (bv *BytecodeValue) SetB(b bool)
bytecode.go	1147		bvNone	func bvNone()
bytecode.go	1151		BytecodeUndefined	func BytecodeUndefined()
bytecode.go	1155		BytecodeFloat	func BytecodeFloat(f float32)
bytecode.go	1162		BytecodeInt	func BytecodeInt(i int32)
bytecode.go	1166		BytecodeInt64	func BytecodeInt64(i int64)
bytecode.go	1170		BytecodeBool	func BytecodeBool(b bool)
bytecode.go	1176	(bs *BytecodeStack)	Clear	func (bs *BytecodeStack) Clear()
bytecode.go	1180	(bs *BytecodeStack)	Push	func (bs *BytecodeStack) Push(bv BytecodeValue)
bytecode.go	1184	(bs *BytecodeStack)	PushI	func (bs *BytecodeStack) PushI(i int32)
bytecode.go	1188	(bs *BytecodeStack)	PushI64	func (bs *BytecodeStack) PushI64(i int64)
bytecode.go	1192	(bs *BytecodeStack)	PushF	func (bs *BytecodeStack) PushF(f float32)
bytecode.go	1196	(bs *BytecodeStack)	PushB	func (bs *BytecodeStack) PushB(b bool)
bytecode.go	1200	(bs BytecodeStack)	Top	func (bs BytecodeStack) Top()
bytecode.go	1209	(bs *BytecodeStack)	Pop	func (bs *BytecodeStack) Pop()
bytecode.go	1221	(bs *BytecodeStack)	Dup	func (bs *BytecodeStack) Dup()
bytecode.go	1225	(bs *BytecodeStack)	Swap	func (bs *BytecodeStack) Swap()
bytecode.go	1229	(bs *BytecodeStack)	Alloc	func (bs *BytecodeStack) Alloc(size int)
bytecode.go	1245		Float32frombytes	func Float32frombytes(bytes []byte)
bytecode.go	1251	(be *BytecodeExp)	append	func (be *BytecodeExp) append(op ...OpCode)
bytecode.go	1255	(be *BytecodeExp)	appendValue	func (be *BytecodeExp) appendValue(bv BytecodeValue)
bytecode.go	1292	(be *BytecodeExp)	appendI32s	func (be *BytecodeExp) appendI32s(addrs ...int32)
bytecode.go	1299	(be *BytecodeExp)	appendI32Op	func (be *BytecodeExp) appendI32Op(op OpCode, addr int32)
bytecode.go	1305	(be *BytecodeExp)	appendI64Op	func (be *BytecodeExp) appendI64Op(op OpCode, addr int64)
bytecode.go	1311	(be BytecodeExp)	ReadIntAt	func (be BytecodeExp) ReadIntAt(i *int)
bytecode.go	1318	(be BytecodeExp)	ReadPoolStringAt	func (be BytecodeExp) ReadPoolStringAt(i *int)
bytecode.go	1324	(be BytecodeExp)	PeekLength	func (be BytecodeExp) PeekLength(i int)
bytecode.go	1330	(be BytecodeExp)	JumpToNext	func (be BytecodeExp) JumpToNext(i *int)
bytecode.go	1334	(BytecodeExp)	neg	func (BytecodeExp) neg(v *BytecodeValue)
bytecode.go	1345	(BytecodeExp)	not	func (BytecodeExp) not(v *BytecodeValue)
bytecode.go	1353	(BytecodeExp)	blnot	func (BytecodeExp) blnot(v *BytecodeValue)
bytecode.go	1365	(BytecodeExp)	pow	func (BytecodeExp) pow(v1 *BytecodeValue, v2 BytecodeValue, pn int)
bytecode.go	1403	(BytecodeExp)	mul	func (BytecodeExp) mul(v1 *BytecodeValue, v2 BytecodeValue)
bytecode.go	1415	(BytecodeExp)	div	func (BytecodeExp) div(v1 *BytecodeValue, v2 BytecodeValue)
bytecode.go	1433	(BytecodeExp)	mod	func (BytecodeExp) mod(v1 *BytecodeValue, v2 BytecodeValue)
bytecode.go	1446	(BytecodeExp)	add	func (BytecodeExp) add(v1 *BytecodeValue, v2 BytecodeValue)
bytecode.go	1458	(BytecodeExp)	sub	func (BytecodeExp) sub(v1 *BytecodeValue, v2 BytecodeValue)
bytecode.go	1470	(BytecodeExp)	gt	func (BytecodeExp) gt(v1 *BytecodeValue, v2 BytecodeValue)
bytecode.go	1482	(BytecodeExp)	ge	func (BytecodeExp) ge(v1 *BytecodeValue, v2 BytecodeValue)
bytecode.go	1494	(BytecodeExp)	lt	func (BytecodeExp) lt(v1 *BytecodeValue, v2 BytecodeValue)
bytecode.go	1506	(BytecodeExp)	le	func (BytecodeExp) le(v1 *BytecodeValue, v2 BytecodeValue)
bytecode.go	1519	(BytecodeExp)	rangeCheck	func (BytecodeExp) rangeCheck(v1 *BytecodeValue, min BytecodeValue, max BytecodeValue, op OpCode)
bytecode.go	1565	(BytecodeExp)	eq	func (BytecodeExp) eq(v1 *BytecodeValue, v2 BytecodeValue)
bytecode.go	1577	(BytecodeExp)	ne	func (BytecodeExp) ne(v1 *BytecodeValue, v2 BytecodeValue)
bytecode.go	1589	(BytecodeExp)	and	func (BytecodeExp) and(v1 *BytecodeValue, v2 BytecodeValue)
bytecode.go	1598	(BytecodeExp)	xor	func (BytecodeExp) xor(v1 *BytecodeValue, v2 BytecodeValue)
bytecode.go	1607	(BytecodeExp)	or	func (BytecodeExp) or(v1 *BytecodeValue, v2 BytecodeValue)
bytecode.go	1625	(BytecodeExp)	bland	func (BytecodeExp) bland(v1 *BytecodeValue, v2 BytecodeValue)
bytecode.go	1633	(BytecodeExp)	blxor	func (BytecodeExp) blxor(v1 *BytecodeValue, v2 BytecodeValue)
bytecode.go	1641	(BytecodeExp)	blor	func (BytecodeExp) blor(v1 *BytecodeValue, v2 BytecodeValue)
bytecode.go	1658	(BytecodeExp)	abs	func (BytecodeExp) abs(v1 *BytecodeValue)
bytecode.go	1669	(BytecodeExp)	exp	func (BytecodeExp) exp(v1 *BytecodeValue)
bytecode.go	1676	(BytecodeExp)	ln	func (BytecodeExp) ln(v1 *BytecodeValue)
bytecode.go	1688	(BytecodeExp)	log	func (BytecodeExp) log(v1 *BytecodeValue, v2 BytecodeValue)
bytecode.go	1701	(BytecodeExp)	cos	func (BytecodeExp) cos(v1 *BytecodeValue)
bytecode.go	1708	(BytecodeExp)	sin	func (BytecodeExp) sin(v1 *BytecodeValue)
bytecode.go	1715	(BytecodeExp)	tan	func (BytecodeExp) tan(v1 *BytecodeValue)
bytecode.go	1722	(BytecodeExp)	acos	func (BytecodeExp) acos(v1 *BytecodeValue)
bytecode.go	1729	(BytecodeExp)	asin	func (BytecodeExp) asin(v1 *BytecodeValue)
bytecode.go	1736	(BytecodeExp)	atan	func (BytecodeExp) atan(v1 *BytecodeValue)
bytecode.go	1743	(BytecodeExp)	floor	func (BytecodeExp) floor(v1 *BytecodeValue)
bytecode.go	1757	(BytecodeExp)	ceil	func (BytecodeExp) ceil(v1 *BytecodeValue)
bytecode.go	1771	(BytecodeExp)	max	func (BytecodeExp) max(v1 *BytecodeValue, v2 BytecodeValue)
bytecode.go	1783	(BytecodeExp)	min	func (BytecodeExp) min(v1 *BytecodeValue, v2 BytecodeValue)
bytecode.go	1795	(BytecodeExp)	random	func (BytecodeExp) random(v1 *BytecodeValue, v2 BytecodeValue)
bytecode.go	1803	(BytecodeExp)	round	func (BytecodeExp) round(v1 *BytecodeValue, v2 BytecodeValue)
bytecode.go	1812	(BytecodeExp)	clamp	func (BytecodeExp) clamp(v1 *BytecodeValue, v2 BytecodeValue, v3 BytecodeValue)
bytecode.go	1826	(BytecodeExp)	atan2	func (BytecodeExp) atan2(v1 *BytecodeValue, v2 BytecodeValue)
bytecode.go	1834	(BytecodeExp)	sign	func (BytecodeExp) sign(v1 *BytecodeValue)
bytecode.go	1847	(BytecodeExp)	rad	func (BytecodeExp) rad(v1 *BytecodeValue)
bytecode.go	1854	(BytecodeExp)	deg	func (BytecodeExp) deg(v1 *BytecodeValue)
bytecode.go	1861	(BytecodeExp)	lerp	func (BytecodeExp) lerp(v1 *BytecodeValue, v2 BytecodeValue, v3 BytecodeValue)
bytecode.go	1875	(be BytecodeExp)	run	func (be BytecodeExp) run(c *Char)
bytecode.go	2379	(be BytecodeExp)	run_st	func (be BytecodeExp) run_st(c *Char, i *int)
bytecode.go	2422	(be BytecodeExp)	run_const	func (be BytecodeExp) run_const(c *Char, i *int, oc *Char)
bytecode.go	2948	(be BytecodeExp)	run_ex	func (be BytecodeExp) run_ex(c *Char, i *int, oc *Char)
bytecode.go	3552	(be BytecodeExp)	run_ex2	func (be BytecodeExp) run_ex2(c *Char, i *int, oc *Char)
bytecode.go	4182	(be BytecodeExp)	run_ex3	func (be BytecodeExp) run_ex3(c *Char, i *int, oc *Char)
bytecode.go	4376	(be BytecodeExp)	evalF	func (be BytecodeExp) evalF(c *Char)
bytecode.go	4380	(be BytecodeExp)	evalI	func (be BytecodeExp) evalI(c *Char)
bytecode.go	4384	(be BytecodeExp)	evalI64	func (be BytecodeExp) evalI64(c *Char)
bytecode.go	4388	(be BytecodeExp)	evalB	func (be BytecodeExp) evalB(c *Char)
bytecode.go	4393	(be BytecodeExp)	evalS	func (be BytecodeExp) evalS()
bytecode.go	4407	(NullStateController)	Run	func (NullStateController) Run(_ *Char, _ []int32)
bytecode.go	4420	(bf BytecodeFunction)	run	func (bf BytecodeFunction) run(c *Char, ret []uint8)
bytecode.go	4467	(cf CallFunction)	Run	func (cf CallFunction) Run(c *Char, _ []int32)
bytecode.go	4520		newStateBlock	func newStateBlock()
bytecode.go	4524	(b StateBlock)	Run	func (b StateBlock) Run(c *Char, ps []int32)
bytecode.go	4685	(se StateExpr)	Run	func (se StateExpr) Run(c *Char, _ []int32)
bytecode.go	4695	(va varAssign)	Run	func (va varAssign) Run(c *Char, _ []int32)
bytecode.go	4702	(lb LoopBreak)	Run	func (lb LoopBreak) Run(c *Char, _ []int32)
bytecode.go	4709	(lc LoopContinue)	Run	func (lc LoopContinue) Run(c *Char, _ []int32)
bytecode.go	4716		newStateControllerBase	func newStateControllerBase()
bytecode.go	4720	(StateControllerBase)	beToExp	func (StateControllerBase) beToExp(be ...BytecodeExp)
bytecode.go	4724	(StateControllerBase)	fToExp	func (StateControllerBase) fToExp(f ...float32)
bytecode.go	4733	(StateControllerBase)	iToExp	func (StateControllerBase) iToExp(i ...int32)
bytecode.go	4742	(StateControllerBase)	i64ToExp	func (StateControllerBase) i64ToExp(i ...int64)
bytecode.go	4751	(StateControllerBase)	bToExp	func (StateControllerBase) bToExp(i bool)
bytecode.go	4758	(scb *StateControllerBase)	add	func (scb *StateControllerBase) add(paramID byte, exp []BytecodeExp)
bytecode.go	4767	(scb StateControllerBase)	run	func (scb StateControllerBase) run(c *Char, f func(byte, []BytecodeExp)
bytecode.go	4790	(scb StateControllerBase)	hasParam	func (scb StateControllerBase) hasParam(paramID byte)
bytecode.go	4807		getRedirectedChar	func getRedirectedChar(c *Char, sc StateControllerBase, redirectID byte, scname string)
bytecode.go	4840	(sc stateDef)	Run	func (sc stateDef) Run(c *Char)
bytecode.go	4905	(sc hitBy)	runSub	func (sc hitBy) runSub(c *Char, crun *Char, not bool)
bytecode.go	4948	(sc hitBy)	Run	func (sc hitBy) Run(c *Char, _ []int32)
bytecode.go	4962	(sc notHitBy)	Run	func (sc notHitBy) Run(c *Char, _ []int32)
bytecode.go	4984	(sc assertSpecial)	Run	func (sc assertSpecial) Run(c *Char, _ []int32)
bytecode.go	5052	(sc playSnd)	Run	func (sc playSnd) Run(c *Char, _ []int32)
bytecode.go	5145	(sc changeState)	Run	func (sc changeState) Run(c *Char, _ []int32)
bytecode.go	5175	(sc selfState)	Run	func (sc selfState) Run(c *Char, _ []int32)
bytecode.go	5223	(sc tagIn)	Run	func (sc tagIn) Run(c *Char, _ []int32)
bytecode.go	5317	(sc tagOut)	Run	func (sc tagOut) Run(c *Char, _ []int32)
bytecode.go	5392	(sc destroySelf)	Run	func (sc destroySelf) Run(c *Char, _ []int32)
bytecode.go	5429	(sc changeAnim)	Run	func (sc changeAnim) Run(c *Char, _ []int32)
bytecode.go	5478	(sc changeAnim2)	Run	func (sc changeAnim2) Run(c *Char, _ []int32)
bytecode.go	5561	(sc helper)	Run	func (sc helper) Run(c *Char, _ []int32)
bytecode.go	5710	(sc ctrlSet)	Run	func (sc ctrlSet) Run(c *Char, _ []int32)
bytecode.go	5735	(sc posSet)	Run	func (sc posSet) Run(c *Char, _ []int32)
bytecode.go	5771	(sc posAdd)	Run	func (sc posAdd) Run(c *Char, _ []int32)
bytecode.go	5807	(sc velSet)	Run	func (sc velSet) Run(c *Char, _ []int32)
bytecode.go	5831	(sc velAdd)	Run	func (sc velAdd) Run(c *Char, _ []int32)
bytecode.go	5855	(sc velMul)	Run	func (sc velMul) Run(c *Char, _ []int32)
bytecode.go	5875		isPalFXParam	func isPalFXParam(paramID byte)
bytecode.go	5897	(sc palFX)	runSub	func (sc palFX) runSub(c *Char, pfd *PalFXDef, paramID byte, exp []BytecodeExp)
bytecode.go	5968	(sc palFX)	Run	func (sc palFX) Run(c *Char, _ []int32)
bytecode.go	6003	(sc allPalFX)	Run	func (sc allPalFX) Run(c *Char, _ []int32)
bytecode.go	6021	(sc bgPalFX)	Run	func (sc bgPalFX) Run(c *Char, _ []int32)
bytecode.go	6129	(sc explod)	Run	func (sc explod) Run(c *Char, _ []int32)
bytecode.go	6400	(sc explod)	parseInterpolation	func (sc explod) parseInterpolation(c *Char, e *Explod, paramID byte, exp []BytecodeExp, pfd *PalFXDef)
bytecode.go	6482	(sc modifyExplod)	Run	func (sc modifyExplod) Run(c *Char, _ []int32)
bytecode.go	7049	(sc gameMakeAnim)	Run	func (sc gameMakeAnim) Run(c *Char, _ []int32)
bytecode.go	7108		isAfterImageParam	func isAfterImageParam(paramID byte)
bytecode.go	7134	(sc afterImage)	runSub	func (sc afterImage) runSub(c, crun *Char, ai *AfterImage, paramID byte, exp []BytecodeExp)
bytecode.go	7220	(sc afterImage)	Run	func (sc afterImage) Run(c *Char, _ []int32)
bytecode.go	7257	(sc afterImageTime)	Run	func (sc afterImageTime) Run(c *Char, _ []int32)
bytecode.go	7282		isHitDefParam	func isHitDefParam(paramID byte)
bytecode.go	7408	(sc hitDef)	runSub	func (sc hitDef) runSub(c *Char, hd *HitDef, paramID byte, exp []BytecodeExp)
bytecode.go	7789	(sc hitDef)	Run	func (sc hitDef) Run(c *Char, _ []int32)
bytecode.go	7834	(sc reversalDef)	Run	func (sc reversalDef) Run(c *Char, _ []int32)
bytecode.go	7915	(sc projectile)	Run	func (sc projectile) Run(c *Char, _ []int32)
bytecode.go	8148	(sc modifyHitDef)	Run	func (sc modifyHitDef) Run(c *Char, _ []int32)
bytecode.go	8178	(sc modifyReversalDef)	Run	func (sc modifyReversalDef) Run(c *Char, _ []int32)
bytecode.go	8215	(sc modifyProjectile)	Run	func (sc modifyProjectile) Run(c *Char, _ []int32)
bytecode.go	9249	(sc width)	Run	func (sc width) Run(c *Char, _ []int32)
bytecode.go	9295	(sc sprPriority)	Run	func (sc sprPriority) Run(c *Char, _ []int32)
bytecode.go	9327	(sc varSet)	Run	func (sc varSet) Run(c *Char, _ []int32)
bytecode.go	9366	(sc turn)	Run	func (sc turn) Run(c *Char, _ []int32)
bytecode.go	9391	(sc targetFacing)	Run	func (sc targetFacing) Run(c *Char, _ []int32)
bytecode.go	9427	(sc targetBind)	Run	func (sc targetBind) Run(c *Char, _ []int32)
bytecode.go	9475	(sc bindToTarget)	Run	func (sc bindToTarget) Run(c *Char, _ []int32)
bytecode.go	9528	(sc targetLifeAdd)	Run	func (sc targetLifeAdd) Run(c *Char, _ []int32)
bytecode.go	9572	(sc targetState)	Run	func (sc targetState) Run(c *Char, _ []int32)
bytecode.go	9609	(sc targetVelSet)	Run	func (sc targetVelSet) Run(c *Char, _ []int32)
bytecode.go	9664	(sc targetVelAdd)	Run	func (sc targetVelAdd) Run(c *Char, _ []int32)
bytecode.go	9717	(sc targetPowerAdd)	Run	func (sc targetPowerAdd) Run(c *Char, _ []int32)
bytecode.go	9751	(sc targetDrop)	Run	func (sc targetDrop) Run(c *Char, _ []int32)
bytecode.go	9783	(sc lifeAdd)	Run	func (sc lifeAdd) Run(c *Char, _ []int32)
bytecode.go	9817	(sc lifeSet)	Run	func (sc lifeSet) Run(c *Char, _ []int32)
bytecode.go	9840	(sc powerAdd)	Run	func (sc powerAdd) Run(c *Char, _ []int32)
bytecode.go	9863	(sc powerSet)	Run	func (sc powerSet) Run(c *Char, _ []int32)
bytecode.go	9889	(sc hitVelSet)	Run	func (sc hitVelSet) Run(c *Char, _ []int32)
bytecode.go	9924	(sc screenBound)	Run	func (sc screenBound) Run(c *Char, _ []int32)
bytecode.go	9972	(sc posFreeze)	Run	func (sc posFreeze) Run(c *Char, _ []int32)
bytecode.go	10001	(sc envShake)	Run	func (sc envShake) Run(c *Char, _ []int32)
bytecode.go	10041	(sc hitOverride)	Run	func (sc hitOverride) Run(c *Char, _ []int32)
bytecode.go	10111	(sc pause)	Run	func (sc pause) Run(c *Char, _ []int32)
bytecode.go	10154	(sc superPause)	Run	func (sc superPause) Run(c *Char, _ []int32)
bytecode.go	10255	(sc trans)	Run	func (sc trans) Run(c *Char, _ []int32)
bytecode.go	10304	(sc playerPush)	Run	func (sc playerPush) Run(c *Char, _ []int32)
bytecode.go	10337	(sc stateTypeSet)	Run	func (sc stateTypeSet) Run(c *Char, _ []int32)
bytecode.go	10367	(sc angleDraw)	Run	func (sc angleDraw) Run(c *Char, _ []int32)
bytecode.go	10403	(sc angleSet)	Run	func (sc angleSet) Run(c *Char, _ []int32)
bytecode.go	10438	(sc angleAdd)	Run	func (sc angleAdd) Run(c *Char, _ []int32)
bytecode.go	10467	(sc angleMul)	Run	func (sc angleMul) Run(c *Char, _ []int32)
bytecode.go	10501	(sc envColor)	Run	func (sc envColor) Run(c *Char, _ []int32)
bytecode.go	10529	(sc displayToClipboard)	Run	func (sc displayToClipboard) Run(c *Char, _ []int32)
bytecode.go	10554	(sc appendToClipboard)	Run	func (sc appendToClipboard) Run(c *Char, _ []int32)
bytecode.go	10583	(sc clearClipboard)	Run	func (sc clearClipboard) Run(c *Char, _ []int32)
bytecode.go	10608	(sc makeDust)	Run	func (sc makeDust) Run(c *Char, _ []int32)
bytecode.go	10669	(sc attackDist)	Run	func (sc attackDist) Run(c *Char, _ []int32)
bytecode.go	10714	(sc attackMulSet)	Run	func (sc attackMulSet) Run(c *Char, _ []int32)
bytecode.go	10751	(sc defenceMulSet)	Run	func (sc defenceMulSet) Run(c *Char, _ []int32)
bytecode.go	10799	(sc fallEnvShake)	Run	func (sc fallEnvShake) Run(c *Char, _ []int32)
bytecode.go	10831	(sc hitFallDamage)	Run	func (sc hitFallDamage) Run(c *Char, _ []int32)
bytecode.go	10854	(sc hitFallVel)	Run	func (sc hitFallVel) Run(c *Char, _ []int32)
bytecode.go	10880	(sc hitFallSet)	Run	func (sc hitFallSet) Run(c *Char, _ []int32)
bytecode.go	10917	(sc varRangeSet)	Run	func (sc varRangeSet) Run(c *Char, _ []int32)
bytecode.go	10952	(sc remapPal)	Run	func (sc remapPal) Run(c *Char, _ []int32)
bytecode.go	10986	(sc stopSnd)	Run	func (sc stopSnd) Run(c *Char, _ []int32)
bytecode.go	11020	(sc sndPan)	Run	func (sc sndPan) Run(c *Char, _ []int32)
bytecode.go	11057	(sc varRandom)	Run	func (sc varRandom) Run(c *Char, _ []int32)
bytecode.go	11088	(sc gravity)	Run	func (sc gravity) Run(c *Char, _ []int32)
bytecode.go	11113	(sc bindToParent)	Run	func (sc bindToParent) Run(c *Char, _ []int32)
bytecode.go	11160	(sc bindToRoot)	Run	func (sc bindToRoot) Run(c *Char, _ []int32)
bytecode.go	11213	(sc removeExplod)	Run	func (sc removeExplod) Run(c *Char, _ []int32)
bytecode.go	11242	(sc explodBindTime)	Run	func (sc explodBindTime) Run(c *Char, _ []int32)
bytecode.go	11269	(sc moveHitReset)	Run	func (sc moveHitReset) Run(c *Char, _ []int32)
bytecode.go	11292	(sc hitAdd)	Run	func (sc hitAdd) Run(c *Char, _ []int32)
bytecode.go	11316	(sc offset)	Run	func (sc offset) Run(c *Char, _ []int32)
bytecode.go	11341	(sc victoryQuote)	Run	func (sc victoryQuote) Run(c *Char, _ []int32)
bytecode.go	11371	(sc zoom)	Run	func (sc zoom) Run(c *Char, _ []int32)
bytecode.go	11445	(sc forceFeedback)	Run	func (sc forceFeedback) Run(c *Char, _ []int32)
bytecode.go	11550	(sc assertCommand)	Run	func (sc assertCommand) Run(c *Char, _ []int32)
bytecode.go	11583	(sc assertAnalogVector)	Run	func (sc assertAnalogVector) Run(c *Char, _ []int32)
bytecode.go	11625	(sc assertInput)	Run	func (sc assertInput) Run(c *Char, _ []int32)
bytecode.go	11660	(sc changeMovelist)	Run	func (sc changeMovelist) Run(c *Char, _ []int32)
bytecode.go	11691	(sc dialogue)	Run	func (sc dialogue) Run(c *Char, _ []int32)
bytecode.go	11728	(sc dizzyPointsAdd)	Run	func (sc dizzyPointsAdd) Run(c *Char, _ []int32)
bytecode.go	11754	(sc dizzyPointsSet)	Run	func (sc dizzyPointsSet) Run(c *Char, _ []int32)
bytecode.go	11777	(sc dizzySet)	Run	func (sc dizzySet) Run(c *Char, _ []int32)
bytecode.go	11800	(sc guardBreakSet)	Run	func (sc guardBreakSet) Run(c *Char, _ []int32)
bytecode.go	11824	(sc guardPointsAdd)	Run	func (sc guardPointsAdd) Run(c *Char, _ []int32)
bytecode.go	11850	(sc guardPointsSet)	Run	func (sc guardPointsSet) Run(c *Char, _ []int32)
bytecode.go	11883	(sc lifebarAction)	Run	func (sc lifebarAction) Run(c *Char, _ []int32)
bytecode.go	11963	(sc loadState)	Run	func (sc loadState) Run(c *Char, _ []int32)
bytecode.go	11984	(sc mapSet)	Run	func (sc mapSet) Run(c *Char, _ []int32)
bytecode.go	12033	(sc matchRestart)	Run	func (sc matchRestart) Run(c *Char, _ []int32)
bytecode.go	12130	(sc printToConsole)	Run	func (sc printToConsole) Run(c *Char, _ []int32)
