file	line	receiver	name	signature
system.go	2351	(s *System)	tickFrame	func (s *System) tickFrame()
system.go	2357	(s *System)	tickNextFrame	func (s *System) tickNextFrame()
system.go	2363	(s *System)	tickInterpolation	func (s *System) tickInterpolation()
system.go	2376	(s *System)	addFrameTime	func (s *System) addFrameTime(t float32)
system.go	2396	(s *System)	resetFrameTime	func (s *System) resetFrameTime()
system.go	2404	(s *System)	resetMatchData	func (s *System) resetMatchData(forceDestroy bool)
system.go	2415	(s *System)	charUpdate	func (s *System) charUpdate()
system.go	2427	(s *System)	globalCollision	func (s *System) globalCollision()
system.go	2439	(s *System)	posReset	func (s *System) posReset()
system.go	2449	(s *System)	runIntroSkip	func (s *System) runIntroSkip()
system.go	2487	(s *System)	clearSpriteData	func (s *System) clearSpriteData()
system.go	2514	(s *System)	screenleft	func (s *System) screenleft()
system.go	2518	(s *System)	screenright	func (s *System) screenright()
system.go	2522	(s *System)	action	func (s *System) action()
system.go	2717	(s *System)	projectileUpdate	func (s *System) projectileUpdate()
system.go	2735	(s *System)	projectilePrune	func (s *System) projectilePrune(pn int)
system.go	2753	(s *System)	explodUpdate	func (s *System) explodUpdate()
system.go	2808	(s *System)	explodPrune	func (s *System) explodPrune(pn int)
system.go	2824	(s *System)	charTextsUpdate	func (s *System) charTextsUpdate()
system.go	2850	(s *System)	charTextsPrune	func (s *System) charTextsPrune(pn int)
system.go	2865	(s *System)	globalTick	func (s *System) globalTick()
system.go	2878	(s *System)	getSlowtime	func (s *System) getSlowtime()
system.go	2885	(s *System)	timeElapsed	func (s *System) timeElapsed()
system.go	2894	(s *System)	timeRemaining	func (s *System) timeRemaining()
system.go	2901	(s *System)	timeTotal	func (s *System) timeTotal()
system.go	2912	(s *System)	matchEndDialoguePending	func (s *System) matchEndDialoguePending()
system.go	2932	(s *System)	shouldStartMatchEndDialogue	func (s *System) shouldStartMatchEndDialogue()
system.go	2942	(s *System)	holdPostMatchForDialogue	func (s *System) holdPostMatchForDialogue()
system.go	2959	(s *System)	stepRoundState	func (s *System) stepRoundState()
system.go	3180	(s *System)	roundEndDecision	func (s *System) roundEndDecision()
system.go	3316	(s *System)	draw	func (s *System) draw(x, y, scl float32)
system.go	3477	(s *System)	drawCharTexts	func (s *System) drawCharTexts(layerno int16)
system.go	3485	(s *System)	drawTop	func (s *System) drawTop()
system.go	3515	(s *System)	drawDebugText	func (s *System) drawDebugText()
system.go	3618	(s *System)	runMatch	func (s *System) runMatch()
system.go	3824	(s *System)	SetupCharRoundStart	func (s *System) SetupCharRoundStart()
system.go	3948	(s *System)	runNextRound	func (s *System) runNextRound()
system.go	4012	(s *System)	gameLogicSpeed	func (s *System) gameLogicSpeed()
system.go	4018	(s *System)	gameRenderSpeed	func (s *System) gameRenderSpeed()
system.go	4032	(s *System)	debugModeAllowed	func (s *System) debugModeAllowed()
system.go	4040	(s *System)	inRollback	func (s *System) inRollback()
system.go	4047	(s *System)	isSpeculativeFrame	func (s *System) isSpeculativeFrame()
system.go	4065	(bk *RoundStartBackup)	Save	func (bk *RoundStartBackup) Save()
system.go	4130	(bk *RoundStartBackup)	Restore	func (bk *RoundStartBackup) Restore()
system.go	4240		newSelectChar	func newSelectChar()
system.go	4263		newSelectStage	func newSelectStage()
system.go	4289		newSelect	func newSelect()
system.go	4304	(s *Select)	GetCharNo	func (s *Select) GetCharNo(i int)
system.go	4315	(s *Select)	GetChar	func (s *Select) GetChar(i int)
system.go	4324	(s *Select)	ValidatePalette	func (s *Select) ValidatePalette(charRef, requested int)
system.go	4348	(s *Select)	SelectStage	func (s *Select) SelectStage(n int)
system.go	4350	(s *Select)	GetStage	func (s *Select) GetStage(n int)
system.go	4361		getDefaultDefPathInZip	func getDefaultDefPathInZip(zipFilePathOnDisk string)
system.go	4368	(s *Select)	AddChar	func (s *Select) AddChar(def string)
system.go	4690	(s *Select)	AddStage	func (s *Select) AddStage(def string)
system.go	4889	(s *Select)	AddSelectedChar	func (s *Select) AddSelectedChar(tn, cn, pl int)
system.go	4913	(s *Select)	ClearSelected	func (s *Select) ClearSelected()
system.go	4938		newLoader	func newLoader()
system.go	4943	(l *Loader)	loadPlayerChar	func (l *Loader) loadPlayerChar(pn int)
system.go	4947	(l *Loader)	loadAttachedChar	func (l *Loader) loadAttachedChar(pn int)
system.go	4952	(l *Loader)	loadCharacter	func (l *Loader) loadCharacter(pn int, attached bool)
system.go	5185	(l *Loader)	prepareTurnsFaces	func (l *Loader) prepareTurnsFaces(pn int, fa *FightScreenFace, nm *FightScreenName, teamChars []int)
system.go	5283	(l *Loader)	loadStage	func (l *Loader) loadStage()
system.go	5339	(l *Loader)	load	func (l *Loader) load()
system.go	5458	(l *Loader)	reset	func (l *Loader) reset()
system.go	5472	(l *Loader)	runTread	func (l *Loader) runTread()
system.go	5492	(es *EnvShake)	clear	func (es *EnvShake) clear()
system.go	5501	(es *EnvShake)	setDefaultPhase	func (es *EnvShake) setDefaultPhase()
system.go	5511	(es *EnvShake)	next	func (es *EnvShake) next()
system.go	5524	(es *EnvShake)	getOffset	func (es *EnvShake) getOffset()
system.go	5546	(z *ZoomEffect)	reset	func (z *ZoomEffect) reset()
system.go	5560	(z *ZoomEffect)	update	func (z *ZoomEffect) update()
system.go	5620	(z *ZoomEffect)	apply	func (z *ZoomEffect) apply(x, y, scl float32)
system.go	5660	(s *System)	saveCharVars	func (s *System) saveCharVars(pn int)
system.go	5685	(s *System)	restoreCharVars	func (s *System) restoreCharVars(c *Char)
system.go	5705	(s *System)	cleanCustomShaders	func (s *System) cleanCustomShaders()
system.go	5733	(s *System)	shouldHideWithBars	func (s *System) shouldHideWithBars()
